OWNER,TITLE,MAPGEO
KT_BS,Parzellenplan Fixpunkte,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Fixpunkte||https://wms.geo.bs.ch/?||AVBS_200_Labels_HGP_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Parzellennummern,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Parzellennummern||https://wms.geo.bs.ch/?||AVBS_200_Labels_Parzellennummer_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Parzellenindex,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Parzellenindex||https://wms.geo.bs.ch/?||AVBS_200_Labels_Parzellenindex_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Linien dünn,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Linien dünn||https://wms.geo.bs.ch/?||AVBS_500_Linien_duenn_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Statische Waldgrenzen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Statische Waldgrenzen||https://wms.geo.bs.ch/?||WG_Waldgrenze_Parzellenplan_500_farbig||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Baulinien Nationalstrassen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Baulinien Nationalstrassen||https://wms.geo.bs.ch/?||NT_Baulinien_Nationalstrassen_Parzellenplan_500_farbig||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Linien dick,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Linien dick||https://wms.geo.bs.ch/?||AVBS_500_Linien_dick_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Punkte,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Punkte||https://wms.geo.bs.ch/?||AVBS_500_Punkt_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Flussrichtung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Flussrichtung||https://wms.geo.bs.ch/?||AVBS_500_Punkte_Flussrichtung_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Gebäudenummern,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Gebäudenummern||https://wms.geo.bs.ch/?||AVBS_500_Labels_GebaeudeNr_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,"Parzellenplan Bau-, Strassen-, Waldlinien","https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Bau-, Strassen-, Waldlinien||https://wms.geo.bs.ch/?||AVBS_500_Labels_BauStrWald_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4"
KT_BS,Parzellenplan unterirdische Gebäude,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan unterirdische Gebäude||https://wms.geo.bs.ch/?||AVBS_500_Labels_unterirdischeGebaeude_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Nomenklatur,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Nomenklatur||https://wms.geo.bs.ch/?||AVBS_500_Labels_Nomenklatur_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Servitute,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Servitute||https://wms.geo.bs.ch/?||AVBS_500_Labels_Servitut_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Strassennamen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Strassennamen||https://wms.geo.bs.ch/?||AVBS_500_Labels_Strassen_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Beschriftungen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Beschriftungen||https://wms.geo.bs.ch/?||AVBS_500_Labels_Beschriftungen_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Fixpunkte,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Fixpunkte||https://wms.geo.bs.ch/?||AVBS_500_Labels_HGP_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Parzellennummer,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Parzellennummer||https://wms.geo.bs.ch/?||AVBS_500_Labels_Parzellennummer_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Parzellenindex,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Parzellenindex||https://wms.geo.bs.ch/?||AVBS_500_Labels_Parzellenindex_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Linien dünn,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Linien dünn||https://wms.geo.bs.ch/?||AVBS_1000_Linien_duenn_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Statische Waldgrenzen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Statische Waldgrenzen||https://wms.geo.bs.ch/?||WG_Waldgrenze_Parzellenplan_1000_farbig||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Baulinien Nationalstrassen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Baulinien Nationalstrassen||https://wms.geo.bs.ch/?||NT_Baulinien_Nationalstrassen_Parzellenplan_1000_farbig||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Linien dick,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Linien dick||https://wms.geo.bs.ch/?||AVBS_1000_Linien_dick_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Punkte,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Punkte||https://wms.geo.bs.ch/?||AVBS_1000_Punkt_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Flussrichtung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Flussrichtung||https://wms.geo.bs.ch/?||AVBS_1000_Punkte_Flussrichtung_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Gebäudenummern,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Gebäudenummern||https://wms.geo.bs.ch/?||AVBS_1000_Labels_GebaeudeNr_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,"Parzellenplan Bau-, Strassen-, Waldlinien","https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Bau-, Strassen-, Waldlinien||https://wms.geo.bs.ch/?||AVBS_1000_Labels_BauStrWald_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4"
KT_BS,Parzellenplan unterirdische Gebäude,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan unterirdische Gebäude||https://wms.geo.bs.ch/?||AVBS_1000_Labels_unterirdischeGebaeude_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Nomenklatur,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Nomenklatur||https://wms.geo.bs.ch/?||AVBS_1000_Labels_Nomenklatur_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Servitute,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Servitute||https://wms.geo.bs.ch/?||AVBS_1000_Labels_Servitut_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Strassennamen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Strassennamen||https://wms.geo.bs.ch/?||AVBS_1000_Labels_Strassen_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Beschriftungen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Beschriftungen||https://wms.geo.bs.ch/?||AVBS_1000_Labels_Beschriftungen_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Fixpunkte,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Fixpunkte||https://wms.geo.bs.ch/?||AVBS_1000_Labels_HGP_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Parzellennummer,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Parzellennummer||https://wms.geo.bs.ch/?||AVBS_1000_Labels_Parzellennummer_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Linien dünn,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Linien dünn||https://wms.geo.bs.ch/?||AVBS_2000_Linien_duenn_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Linien dick,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Linien dick||https://wms.geo.bs.ch/?||AVBS_2000_Linien_dick_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Hauskonturen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Hauskonturen||https://wms.geo.bs.ch/?||AVBS_2000_Linien_duenn_Hauskonturen_Wald_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Punkte,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Punkte||https://wms.geo.bs.ch/?||AVBS_2000_Punkte_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Gebäudenummern,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Gebäudenummern||https://wms.geo.bs.ch/?||AVBS_2000_Labels_GebaeudeNr_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Nomenklatur,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Nomenklatur||https://wms.geo.bs.ch/?||AVBS_2000_Labels_Nomenklatur_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Strassennamen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Strassennamen||https://wms.geo.bs.ch/?||AVBS_2000_Labels_Strassen_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Beschriftungen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Beschriftungen||https://wms.geo.bs.ch/?||AVBS_2000_Labels_GebaeudeNr_Beschriftungen_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Fixpunkte,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Fixpunkte||https://wms.geo.bs.ch/?||AVBS_2000_Labels_Hoheheitsgrenzpunkte_01||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Übersichtskarte grau,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übersichtskarte grau||https://wms.geo.bs.ch/?||Übersichtskarte grau||1.3.0&E=2618933.5489678243&N=1263281.2626930722&zoom=2
KT_BS,Übersichtskarte grau (1:40'000),https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übersichtskarte grau (1:40'000)||https://wms.geo.bs.ch/?||SU_UebersichtskarteGrau_40||1.3.0&E=2618933.5489678243&N=1263281.2626930722&zoom=2
KT_BS,Übersichtskarte grau (1:100'000),https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übersichtskarte grau (1:100'000)||https://wms.geo.bs.ch/?||SU_UebersichtskarteGrau_100||1.3.0&E=2618933.5489678243&N=1263281.2626930722&zoom=2
KT_BS,Übersichtskarte grau (1:250'000),https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übersichtskarte grau (1:250'000)||https://wms.geo.bs.ch/?||SU_UebersichtskarteGrau_250||1.3.0&E=2618933.5489678243&N=1263281.2626930722&zoom=2
KT_BS,Übersichtskarte grau (1:40'000),https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übersichtskarte grau (1:40'000)||https://wms.geo.bs.ch/?||SU_UebersichtskarteGrau_BaseLayer_40||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Übersichtskarte grau (1:100'000),https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übersichtskarte grau (1:100'000)||https://wms.geo.bs.ch/?||SU_UebersichtskarteGrau_BaseLayer_100||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Übersichtskarte grau (1:250'000),https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Übersichtskarte grau (1:250'000)||https://wms.geo.bs.ch/?||SU_UebersichtskarteGrau_BaseLayer_250||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Vektorstadtplan grau,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Vektorstadtplan grau||https://wms.geo.bs.ch/?||Vektorstadtplan grau||1.3.0&E=2618933.5489678243&N=1263281.2626930722&zoom=2
KT_BS,Vektorstadtplan grau,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Vektorstadtplan grau||https://wms.geo.bs.ch/?||VS_Vektorstadtplan_grau_BaseLayer||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan_Bodenbedeckung_grau,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan_Bodenbedeckung_grau||https://wms.geo.bs.ch/?||Parzellenplan_Bodenbedeckung_grau||1.3.0&E=2618933.5489678243&N=1263281.2626930722&zoom=2
KT_BS,Bodenbedeckung grau,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bodenbedeckung grau||https://wms.geo.bs.ch/?||BS_Bodenbedeckung_grau_Flaechen||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Bodenbedeckung grau unterirdische Gebäude,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bodenbedeckung grau unterirdische Gebäude||https://wms.geo.bs.ch/?||BS_Bodenbedeckung_grau_UGebaeude||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Bodenbedeckung grau Unterstand,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bodenbedeckung grau Unterstand||https://wms.geo.bs.ch/?||BS_Bodenbedeckung_grau_Unterstand||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Linien dünn,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Linien dünn||https://wms.geo.bs.ch/?||AVBS_200_Linien_duenn_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Statische Waldgrenzen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Statische Waldgrenzen||https://wms.geo.bs.ch/?||WG_Waldgrenze_Parzellenplan_200_grau||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Baulinien Nationalstrassen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Baulinien Nationalstrassen||https://wms.geo.bs.ch/?||NT_Baulinien_Nationalstrassen_Parzellenplan_200_grau||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Linien dick,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Linien dick||https://wms.geo.bs.ch/?||AVBS_200_Linien_dick_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Punkte,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Punkte||https://wms.geo.bs.ch/?||AVBS_200_Punkt_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Flussrichtung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Flussrichtung||https://wms.geo.bs.ch/?||AVBS_200_Punkte_Flussrichtung_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Label,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Label||https://wms.geo.bs.ch/?||AVBS_200_Labels_GebaeudeNr_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,"Parzellenplan Label Bau-, Strassen-, Waldlinien","https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Label Bau-, Strassen-, Waldlinien||https://wms.geo.bs.ch/?||AVBS_200_Labels_BauStrWald_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4"
KT_BS,Parzellenplan Unterirdische Gebäude,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Unterirdische Gebäude||https://wms.geo.bs.ch/?||AVBS_200_Labels_unterirdischeGebaeude_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Label Nomenklatur,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Label Nomenklatur||https://wms.geo.bs.ch/?||AVBS_200_Labels_Nomenklatur_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Label Servitut,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Label Servitut||https://wms.geo.bs.ch/?||AVBS_200_Labels_Servitut_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Label Strassen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Label Strassen||https://wms.geo.bs.ch/?||AVBS_200_Labels_Strassen_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Beschriftungen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Beschriftungen||https://wms.geo.bs.ch/?||AVBS_200_Labels_Beschriftungen_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Fixpunkte,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Fixpunkte||https://wms.geo.bs.ch/?||AVBS_200_Labels_HGP_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Parzellennummern,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Parzellennummern||https://wms.geo.bs.ch/?||AVBS_200_Labels_Parzellennummer_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Parzellenindex,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Parzellenindex||https://wms.geo.bs.ch/?||AVBS_200_Labels_Parzellenindex_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Linien dünn,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Linien dünn||https://wms.geo.bs.ch/?||AVBS_500_Linien_duenn_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Statische Waldgrenzen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Statische Waldgrenzen||https://wms.geo.bs.ch/?||WG_Waldgrenze_Parzellenplan_500_grau||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Baulinien Nationalstrassen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Baulinien Nationalstrassen||https://wms.geo.bs.ch/?||NT_Baulinien_Nationalstrassen_Parzellenplan_500_grau||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Linien dick,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Linien dick||https://wms.geo.bs.ch/?||AVBS_500_Linien_dick_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Punkte,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Punkte||https://wms.geo.bs.ch/?||AVBS_500_Punkt_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Flussrichtung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Flussrichtung||https://wms.geo.bs.ch/?||AVBS_500_Punkte_Flussrichtung_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Gebäudenummern,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Gebäudenummern||https://wms.geo.bs.ch/?||AVBS_500_Labels_GebaeudeNr_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,"Parzellenplan Bau-, Strassen-, Waldlinien","https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Bau-, Strassen-, Waldlinien||https://wms.geo.bs.ch/?||AVBS_500_Labels_BauStrWald_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4"
KT_BS,Parzellenplan unterirdische Gebäude,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan unterirdische Gebäude||https://wms.geo.bs.ch/?||AVBS_500_Labels_unterirdischeGebaeude_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Nomenklatur,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Nomenklatur||https://wms.geo.bs.ch/?||AVBS_500_Labels_Nomenklatur_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Servitute,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Servitute||https://wms.geo.bs.ch/?||AVBS_500_Labels_Servitut_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Strassennamen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Strassennamen||https://wms.geo.bs.ch/?||AVBS_500_Labels_Strassen_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Beschriftungen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Beschriftungen||https://wms.geo.bs.ch/?||AVBS_500_Labels_Beschriftungen_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Fixpunkte,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Fixpunkte||https://wms.geo.bs.ch/?||AVBS_500_Labels_HGP_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Parzellennummer,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Parzellennummer||https://wms.geo.bs.ch/?||AVBS_500_Labels_Parzellennummer_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Parzellenindex,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Parzellenindex||https://wms.geo.bs.ch/?||AVBS_500_Labels_Parzellenindex_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Parzellenplan Linien dünn,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Parzellenplan Linien dünn||https://wms.geo.bs.ch/?||AVBS_1000_Linien_duenn_02||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Statische Waldgrenzen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Statische Waldgrenzen||https://wms.geo.bs.ch/?||WG_Waldgrenze_Parzellenplan_1000_grau||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
KT_BS,Baulinien Nationalstrassen,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Baulinien Nationalstrassen||https://wms.geo.bs.ch/?||NT_Baulinien_Nationalstrassen_Parzellenplan_1000_grau||1.3.0&E=2617430.4393311264&N=1262164.7773160383&zoom=4
