OWNER,TITLE,NAME,MAPGEO,ABSTRACT,KEYWORDS,CONTACT,WMSGetCap,WMTSGetCap,WFSGetCap
KT_BE,Dienststellen der Konkursämter,ADMBAKA_KADS_VW_14761,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Dienststellen der Konkursämter||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries04_de_ms_wms/MapServer/WMSServer?||ADMBAKA_KADS_VW_14761||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Dienststellen der Konkursämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries04_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Dienststellen der Betreibungsämter,ADMBAKA_BADS_VW_14783,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Dienststellen der Betreibungsämter||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries04_de_ms_wms/MapServer/WMSServer?||ADMBAKA_BADS_VW_14783||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Dienststellen der Betreibungsämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries04_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Betreibungs- und Konkursämter, Beschriftung",ADMBAKA_BAKA_VW_15441,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Betreibungs- und Konkursämter, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries04_de_ms_wms/MapServer/WMSServer?||ADMBAKA_BAKA_VW_15441||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Betreibungs- und Konkursämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries04_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Dienststellen der Konkursämter, Beschriftung",ADMBAKA_KADS_VW_15407,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Dienststellen der Konkursämter, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries04_de_ms_wms/MapServer/WMSServer?||ADMBAKA_KADS_VW_15407||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Dienststellen der Konkursämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries04_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Dienststellen der Betreibungsämter, Beschriftung",ADMBAKA_BADS_VW_15340,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Dienststellen der Betreibungsämter, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries04_de_ms_wms/MapServer/WMSServer?||ADMBAKA_BADS_VW_15340||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Dienststellen der Betreibungsämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries04_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Versorgungsraum Pflege zu Hause (Spitex),ADMVPG_SPITEX_VW_18947,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Versorgungsraum Pflege zu Hause (Spitex)||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVPG_SPITEX_VW_18947||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Geografische Darstellung der für die Planung im Gesundheitswesens verwendeten Versorgungsräume.,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Versorgungsraum Pflege zu Hause (Spitex), Beschriftung",ADMVPG_SPITEX_VW_21796,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Versorgungsraum Pflege zu Hause (Spitex), Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVPG_SPITEX_VW_21796||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Geografische Darstellung der für die Planung im Gesundheitswesens verwendeten Versorgungsräume.,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Versorgungsraum stationäre Langzeitpflege,ADMVPG_LZR_VW_18946,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Versorgungsraum stationäre Langzeitpflege||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVPG_LZR_VW_18946||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Zur Sicherstellung einer regional gleichmässigen und ausgeglichenen Abdeckung der stationären Langzeitpflege durch Pflegeheime wird der Kanton Bern in acht Planungsregionen und 36 Subregionen eingeteilt. Innerhalb dieser Regionen wird durch eine kapazitätsbezogene Planung ein ausreichendes Kontingent an Pflegeheimplätzen mittels Pflegeheimliste sichergestellt.,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Versorgungsraum stationäre Langzeitpflege, Beschriftung",ADMVPG_LZR_VW_21795,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Versorgungsraum stationäre Langzeitpflege, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVPG_LZR_VW_21795||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Zur Sicherstellung einer regional gleichmässigen und ausgeglichenen Abdeckung der stationären Langzeitpflege durch Pflegeheime wird der Kanton Bern in acht Planungsregionen und 36 Subregionen eingeteilt. Innerhalb dieser Regionen wird durch eine kapazitätsbezogene Planung ein ausreichendes Kontingent an Pflegeheimplätzen mittels Pflegeheimliste sichergestellt.,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Subregion Versorgungsraum stationäre Langzeitpflege,ADMVPG_LZSR_VW_18945,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Subregion Versorgungsraum stationäre Langzeitpflege||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVPG_LZSR_VW_18945||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Zur Sicherstellung einer regional gleichmässigen und ausgeglichenen Abdeckung der stationären Langzeitpflege durch Pflegeheime wird der Kanton Bern in acht Planungsregionen und 36 Subregionen eingeteilt. Innerhalb dieser Regionen wird durch eine kapazitätsbezogene Planung ein ausreichendes Kontingent an Pflegeheimplätzen mittels Pflegeheimliste sichergestellt.,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Subregion Versorgungsraum stationäre Langzeitpflege, Beschriftung",ADMVPG_LZSR_VW_21794,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Subregion Versorgungsraum stationäre Langzeitpflege, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVPG_LZSR_VW_21794||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Zur Sicherstellung einer regional gleichmässigen und ausgeglichenen Abdeckung der stationären Langzeitpflege durch Pflegeheime wird der Kanton Bern in acht Planungsregionen und 36 Subregionen eingeteilt. Innerhalb dieser Regionen wird durch eine kapazitätsbezogene Planung ein ausreichendes Kontingent an Pflegeheimplätzen mittels Pflegeheimliste sichergestellt.,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Verwaltungskreise, Fläche",ADMVERW_VERWKR_VW_31031,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungskreise, Fläche||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWKR_VW_31031||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungskreise, Flächen",,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Verwaltungskreise, Umriss",ADMVERW_VERWKR_VW_31805,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungskreise, Umriss||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWKR_VW_31805||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungskreise, Flächen",,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Verwaltungskreise, Linie",ADMVERW_VERWKRL_VW_31806,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungskreise, Linie||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWKRL_VW_31806||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungskreise, Linie",,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Verwaltungskreise, Beschriftung",ADMVERW_VERWKR_VW_31804,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungskreise, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWKR_VW_31804||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungskreise, Flächen",,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Verwaltungsregionen, Fläche",ADMVERW_VERWREG_VW_31803,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungsregionen, Fläche||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWREG_VW_31803||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungsregionen, Flächen",,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Verwaltungsregionen, Linie",ADMVERW_VERWREGL_VW_31027,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungsregionen, Linie||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWREGL_VW_31027||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungsregionen, Linie",,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Verwaltungsregionen, Beschriftung",ADMVERW_VERWREG_VW_31028,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungsregionen, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWREG_VW_31028||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungsregionen, Flächen",,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Regierungsstatthalteramt Interlaken-Oberhasli,ADMRSTA_RSTA_VW_14603,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Interlaken-Oberhasli||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_14603||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Regierungsstatthalteramt Frutigen-Niedersimmental,ADMRSTA_RSTA_VW_14682,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Frutigen-Niedersimmental||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_14682||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Regierungsstatthalteramt Obersimmental-Saanen,ADMRSTA_RSTA_VW_15430,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Obersimmental-Saanen||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15430||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Regierungsstatthalteramt  Thun,ADMRSTA_RSTA_VW_14379,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt  Thun||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_14379||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Regierungsstatthalteramt Bern-Mittelland,ADMRSTA_RSTA_VW_15288,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Bern-Mittelland||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15288||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Regierungsstatthalteramt  Emmental,ADMRSTA_RSTA_VW_15140,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt  Emmental||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15140||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Regierungsstatthalteramt Oberaargau,ADMRSTA_RSTA_VW_15335,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Oberaargau||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15335||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Regierungsstatthalteramt Seeland,ADMRSTA_RSTA_VW_15336,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Seeland||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15336||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Regierungsstatthalteramt Biel/Bienne,ADMRSTA_RSTA_VW_14141,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Biel/Bienne||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_14141||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Regierungsstatthalteramt Berner Jura,ADMRSTA_RSTA_VW_14465,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Berner Jura||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_14465||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Regierungsstatthalterämtergrenzen, Einzelansicht",ADMRSTA_RSTA_VW_15031,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalterämtergrenzen, Einzelansicht||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15031||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Regierungsstatthalterämter,ADMRSTA_RSTA_VW_15178,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalterämter||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15178||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Regierungsstatthalterämtergrenzen, Gesamtansicht",ADMRSTA_RSTA_VW_15333,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalterämtergrenzen, Gesamtansicht||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15333||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Regierungsstatthalterämter, Beschriftung",ADMRSTA_RSTA_VW_45849,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalterämter, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_45849||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Regierungsstatthalterämter,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Römisch-katholische Kirchgemeinden,ADMKG_ROEMKATH_VW_8246,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Römisch-katholische Kirchgemeinden||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_ROEMKATH_VW_8246||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Administrativer Perimeter der römisch-katholischen Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Römisch-katholische Gesamtkirchgemeinden,ADMKG_ROEMKATH_VW_6561,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Römisch-katholische Gesamtkirchgemeinden||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_ROEMKATH_VW_6561||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Administrativer Perimeter der römisch-katholischen Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Römisch-katholische Kirchgemeinden, Beschriftung",ADMKG_ROEMKATH_VW_20677,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Römisch-katholische Kirchgemeinden, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_ROEMKATH_VW_20677||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Administrativer Perimeter der römisch-katholischen Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Christkatholische Kirchgemeinden,ADMKG_CHRKATH_VW_11580,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Christkatholische Kirchgemeinden||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_CHRKATH_VW_11580||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Administrativer Perimeter der christkatholischen Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Christkatholische Kirchgemeinden, Beschriftung",ADMKG_CHRKATH_VW_20675,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Christkatholische Kirchgemeinden, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_CHRKATH_VW_20675||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Administrativer Perimeter der christkatholischen Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Französischsprachige evangelisch-reformierte Kirchgemeinden,ADMKG_EVAREFOF_VW_6567,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Französischsprachige evangelisch-reformierte Kirchgemeinden||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_EVAREFOF_VW_6567||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Administrativer Perimeter der französischsprachigen evangelisch-reformierten Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,"Französischsprachige evangelisch-reformierte Kirchgemeinden, Beschriftung",ADMKG_EVAREFOF_VW_20673,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Französischsprachige evangelisch-reformierte Kirchgemeinden, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_EVAREFOF_VW_20673||1.1.1&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Administrativer Perimeter der französischsprachigen evangelisch-reformierten Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
KT_BE,Deutschsprachige evangelisch-reformierte Kirchgemeinden,ADMKG_EVAREFOD_VW_8201,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Deutschsprachige evangelisch-reformierte Kirchgemeinden||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_EVAREFOD_VW_8201||1.1.1&E=2623765.1968767736&N=1184362.8043089702&zoom=3,Administrativer Perimeter der deutschsprachigen evangelisch-reformierten Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,,info.agi@be.ch,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,n.a.
